usage_id,facility_id,district,date,blood_group,units_used,is_spike_day,spike_reason
USG004180,FAC020,Koppal,2026-07-16,A+,4,True,Monsoon peak flood-risk weeks
USG004181,FAC020,Koppal,2026-07-16,AB+,2,True,Monsoon peak flood-risk weeks
USG004182,FAC020,Koppal,2026-07-18,O+,4,True,Monsoon peak flood-risk weeks
USG004183,FAC020,Koppal,2026-07-18,O-,6,True,Monsoon peak flood-risk weeks
USG004184,FAC020,Koppal,2026-07-20,O+,5,True,Monsoon peak flood-risk weeks
USG004185,FAC020,Koppal,2026-07-20,B+,3,True,Monsoon peak flood-risk weeks
USG004186,FAC020,Koppal,2026-07-21,O+,4,True,Monsoon peak flood-risk weeks
USG004187,FAC020,Koppal,2026-07-22,O+,1,True,Monsoon peak flood-risk weeks
USG004188,FAC020,Koppal,2026-07-23,A-,3,True,Monsoon peak flood-risk weeks
USG004189,FAC020,Koppal,2026-07-24,O+,3,True,Monsoon peak flood-risk weeks
USG004190,FAC020,Koppal,2026-07-24,B+,6,True,Monsoon peak flood-risk weeks
USG004191,FAC020,Koppal,2026-07-25,O+,2,True,Monsoon peak flood-risk weeks
USG004192,FAC020,Koppal,2026-07-25,A+,5,True,Monsoon peak flood-risk weeks
USG004193,FAC020,Koppal,2026-07-26,O-,3,True,Monsoon peak flood-risk weeks
USG004194,FAC020,Koppal,2026-07-27,A-,3,True,Monsoon peak flood-risk weeks
USG004195,FAC020,Koppal,2026-07-28,AB+,5,True,Monsoon peak flood-risk weeks
USG004196,FAC020,Koppal,2026-07-28,AB-,3,True,Monsoon peak flood-risk weeks
USG004197,FAC020,Koppal,2026-07-29,AB+,5,True,Monsoon peak flood-risk weeks
USG004198,FAC020,Koppal,2026-07-30,O+,3,True,Monsoon peak flood-risk weeks
USG004199,FAC020,Koppal,2026-07-30,AB+,3,True,Monsoon peak flood-risk weeks
USG004200,FAC020,Koppal,2026-07-30,AB-,7,True,Monsoon peak flood-risk weeks
USG004201,FAC020,Koppal,2026-08-01,O+,2,True,Monsoon peak flood-risk weeks
USG004202,FAC021,Koppal,2025-08-02,B+,4,True,Monsoon peak flood-risk weeks
USG004203,FAC021,Koppal,2025-08-02,A+,2,True,Monsoon peak flood-risk weeks
USG004204,FAC021,Koppal,2025-08-04,A-,6,True,Monsoon peak flood-risk weeks
USG004205,FAC021,Koppal,2025-08-04,B-,6,True,Monsoon peak flood-risk weeks
USG004206,FAC021,Koppal,2025-08-07,O+,1,False,
USG004207,FAC021,Koppal,2025-08-09,O+,1,False,
USG004208,FAC021,Koppal,2025-08-09,A-,1,False,
USG004209,FAC021,Koppal,2025-08-11,O+,2,False,
USG004210,FAC021,Koppal,2025-08-11,B+,3,False,
USG004211,FAC021,Koppal,2025-08-12,B+,4,False,
USG004212,FAC021,Koppal,2025-08-14,O+,3,False,
USG004213,FAC021,Koppal,2025-08-16,O+,1,False,
USG004214,FAC021,Koppal,2025-08-16,B+,1,False,
USG004215,FAC021,Koppal,2025-08-16,A+,1,False,
USG004216,FAC021,Koppal,2025-08-18,O+,2,False,
USG004217,FAC021,Koppal,2025-08-19,B+,1,False,
USG004218,FAC021,Koppal,2025-08-20,O+,3,False,
USG004219,FAC021,Koppal,2025-08-21,B+,2,False,
USG004220,FAC021,Koppal,2025-08-21,B-,1,False,
USG004221,FAC021,Koppal,2025-08-22,A+,4,False,
USG004222,FAC021,Koppal,2025-08-22,B-,2,False,
USG004223,FAC021,Koppal,2025-08-24,O+,2,False,
USG004224,FAC021,Koppal,2025-08-25,O+,4,False,
USG004225,FAC021,Koppal,2025-08-29,B+,2,False,
USG004226,FAC021,Koppal,2025-08-29,A+,1,False,
USG004227,FAC021,Koppal,2025-09-01,B+,1,False,
USG004228,FAC021,Koppal,2025-09-01,A+,1,False,
USG004229,FAC021,Koppal,2025-09-02,O+,4,False,
USG004230,FAC021,Koppal,2025-09-02,B+,3,False,
USG004231,FAC021,Koppal,2025-09-02,AB+,1,False,
USG004232,FAC021,Koppal,2025-09-02,A-,3,False,
USG004233,FAC021,Koppal,2025-09-03,B+,1,False,
USG004234,FAC021,Koppal,2025-09-04,O+,7,True,Local incident spike
USG004235,FAC021,Koppal,2025-09-04,AB+,2,True,Local incident spike
USG004236,FAC021,Koppal,2025-09-04,AB-,1,True,Local incident spike
USG004237,FAC021,Koppal,2025-09-06,B+,1,False,
USG004238,FAC021,Koppal,2025-09-08,B+,3,False,
USG004239,FAC021,Koppal,2025-09-08,AB+,4,False,
USG004240,FAC021,Koppal,2025-09-08,A-,2,False,
USG004241,FAC021,Koppal,2025-09-09,B+,2,False,
USG004242,FAC021,Koppal,2025-09-10,B+,4,False,
USG004243,FAC021,Koppal,2025-09-10,A-,2,False,
USG004244,FAC021,Koppal,2025-09-11,A-,3,False,
USG004245,FAC021,Koppal,2025-09-12,O+,5,True,Local incident spike
USG004246,FAC021,Koppal,2025-09-12,A+,2,True,Local incident spike
USG004247,FAC021,Koppal,2025-09-12,B-,5,True,Local incident spike
USG004248,FAC021,Koppal,2025-09-12,AB-,5,True,Local incident spike
USG004249,FAC021,Koppal,2025-09-13,O+,1,False,
USG004250,FAC021,Koppal,2025-09-13,A+,3,False,
USG004251,FAC021,Koppal,2025-09-13,O-,1,False,
USG004252,FAC021,Koppal,2025-09-13,B-,2,False,
USG004253,FAC021,Koppal,2025-09-14,O+,4,False,
USG004254,FAC021,Koppal,2025-09-14,A+,4,False,
USG004255,FAC021,Koppal,2025-09-16,AB-,3,True,Festival travel peak (Dasara)
USG004256,FAC021,Koppal,2025-09-18,B+,4,True,Festival travel peak (Dasara)
USG004257,FAC021,Koppal,2025-09-18,AB+,5,True,Festival travel peak (Dasara)
USG004258,FAC021,Koppal,2025-09-18,AB-,3,True,Festival travel peak (Dasara)
USG004259,FAC021,Koppal,2025-09-19,AB+,4,True,Festival travel peak (Dasara)
USG004260,FAC021,Koppal,2025-09-20,O+,4,True,Festival travel peak (Dasara)
USG004261,FAC021,Koppal,2025-09-21,A+,6,True,Festival travel peak (Dasara)
USG004262,FAC021,Koppal,2025-09-22,O+,7,True,Festival travel peak (Dasara)
USG004263,FAC021,Koppal,2025-09-22,AB+,6,True,Festival travel peak (Dasara)
USG004264,FAC021,Koppal,2025-09-22,O-,3,True,Festival travel peak (Dasara)
USG004265,FAC021,Koppal,2025-09-24,O-,2,True,Festival travel peak (Dasara)
USG004266,FAC021,Koppal,2025-09-24,A-,5,True,Festival travel peak (Dasara)
USG004267,FAC021,Koppal,2025-09-25,A+,7,True,Festival travel peak (Dasara)
USG004268,FAC021,Koppal,2025-09-26,A+,5,True,Festival travel peak (Dasara)
USG004269,FAC021,Koppal,2025-09-26,O-,2,True,Festival travel peak (Dasara)
USG004270,FAC021,Koppal,2025-09-27,O+,2,True,Festival travel peak (Dasara)
USG004271,FAC021,Koppal,2025-09-28,O+,1,True,Festival travel peak (Dasara)
USG004272,FAC021,Koppal,2025-09-28,A+,2,True,Festival travel peak (Dasara)
USG004273,FAC021,Koppal,2025-09-30,B+,2,True,Festival travel peak (Dasara)
USG004274,FAC021,Koppal,2025-09-30,A-,7,True,Festival travel peak (Dasara)
USG004275,FAC021,Koppal,2025-10-01,A+,3,True,Festival travel peak (Dasara)
USG004276,FAC021,Koppal,2025-10-01,AB+,3,True,Festival travel peak (Dasara)
USG004277,FAC021,Koppal,2025-10-01,AB-,7,True,Festival travel peak (Dasara)
USG004278,FAC021,Koppal,2025-10-02,B+,2,True,Festival travel peak (Dasara)
USG004279,FAC021,Koppal,2025-10-02,AB+,2,True,Festival travel peak (Dasara)
USG004280,FAC021,Koppal,2025-10-03,A-,2,True,Festival travel peak (Dasara)
USG004281,FAC021,Koppal,2025-10-04,O+,2,True,Festival travel peak (Dasara)
USG004282,FAC021,Koppal,2025-10-04,B+,4,True,Festival travel peak (Dasara)
USG004283,FAC021,Koppal,2025-10-04,A+,1,True,Festival travel peak (Dasara)
USG004284,FAC021,Koppal,2025-10-04,AB+,4,True,Festival travel peak (Dasara)
USG004285,FAC021,Koppal,2025-10-05,O+,1,True,Festival travel peak (Dasara)
USG004286,FAC021,Koppal,2025-10-05,A-,6,True,Festival travel peak (Dasara)
USG004287,FAC021,Koppal,2025-10-07,O+,5,True,Festival travel peak (Dasara)
USG004288,FAC021,Koppal,2025-10-09,O+,3,True,Festival travel peak (Dasara)
USG004289,FAC021,Koppal,2025-10-09,O-,2,True,Festival travel peak (Dasara)
USG004290,FAC021,Koppal,2025-10-09,A-,7,True,Festival travel peak (Dasara)
USG004291,FAC021,Koppal,2025-10-11,O-,1,False,
USG004292,FAC021,Koppal,2025-10-12,A-,3,False,
USG004293,FAC021,Koppal,2025-10-14,B+,3,False,
USG004294,FAC021,Koppal,2025-10-16,A-,2,False,
USG004295,FAC021,Koppal,2025-10-17,O+,4,False,
USG004296,FAC021,Koppal,2025-10-18,O+,1,False,
USG004297,FAC021,Koppal,2025-10-18,B-,3,False,
USG004298,FAC021,Koppal,2025-10-18,AB-,2,False,
USG004299,FAC021,Koppal,2025-10-19,O+,3,False,
USG004300,FAC021,Koppal,2025-10-19,B+,1,False,
USG004301,FAC021,Koppal,2025-10-21,O+,4,False,
USG004302,FAC021,Koppal,2025-10-22,B+,4,False,
USG004303,FAC021,Koppal,2025-10-23,O+,5,True,Local incident spike
USG004304,FAC021,Koppal,2025-10-23,B+,3,True,Local incident spike
USG004305,FAC021,Koppal,2025-10-23,AB+,5,True,Local incident spike
USG004306,FAC021,Koppal,2025-10-24,A+,4,False,
USG004307,FAC021,Koppal,2025-10-25,B+,3,False,
USG004308,FAC021,Koppal,2025-10-25,AB-,3,False,
USG004309,FAC021,Koppal,2025-10-26,AB+,3,False,
USG004310,FAC021,Koppal,2025-10-27,A+,2,False,
USG004311,FAC021,Koppal,2025-10-30,B+,2,False,
USG004312,FAC021,Koppal,2025-10-30,B-,4,False,
USG004313,FAC021,Koppal,2025-11-01,A+,4,False,
USG004314,FAC021,Koppal,2025-11-02,B+,2,False,
USG004315,FAC021,Koppal,2025-11-08,B+,3,False,
USG004316,FAC021,Koppal,2025-11-08,A+,1,False,
USG004317,FAC021,Koppal,2025-11-10,O+,4,False,
USG004318,FAC021,Koppal,2025-11-10,AB+,2,False,
USG004319,FAC021,Koppal,2025-11-11,B-,2,False,
USG004320,FAC021,Koppal,2025-11-12,A+,1,False,
USG004321,FAC021,Koppal,2025-11-12,AB+,3,False,
USG004322,FAC021,Koppal,2025-11-13,B+,2,False,
USG004323,FAC021,Koppal,2025-11-14,B+,2,False,
USG004324,FAC021,Koppal,2025-11-14,A+,3,False,
USG004325,FAC021,Koppal,2025-11-14,AB+,1,False,
USG004326,FAC021,Koppal,2025-11-14,O-,4,False,
USG004327,FAC021,Koppal,2025-11-15,B+,3,False,
USG004328,FAC021,Koppal,2025-11-15,O-,2,False,
USG004329,FAC021,Koppal,2025-11-16,B+,2,False,
USG004330,FAC021,Koppal,2025-11-17,A+,4,False,
USG004331,FAC021,Koppal,2025-11-18,O+,2,False,
USG004332,FAC021,Koppal,2025-11-18,AB+,2,False,
USG004333,FAC021,Koppal,2025-11-18,A-,4,False,
USG004334,FAC021,Koppal,2025-11-20,A+,3,False,
USG004335,FAC021,Koppal,2025-11-21,O-,1,False,
USG004336,FAC021,Koppal,2025-11-23,O+,4,False,
USG004337,FAC021,Koppal,2025-11-25,B+,2,False,
USG004338,FAC021,Koppal,2025-11-25,A+,1,False,
USG004339,FAC021,Koppal,2025-11-27,O+,4,False,
USG004340,FAC021,Koppal,2025-11-28,A+,3,False,
USG004341,FAC021,Koppal,2025-11-28,B-,4,False,
USG004342,FAC021,Koppal,2025-11-30,B+,2,False,
USG004343,FAC021,Koppal,2025-11-30,B-,3,False,
USG004344,FAC021,Koppal,2025-12-01,O+,1,False,
USG004345,FAC021,Koppal,2025-12-04,B+,2,False,
USG004346,FAC021,Koppal,2025-12-04,AB-,2,False,
USG004347,FAC021,Koppal,2025-12-05,O+,1,False,
USG004348,FAC021,Koppal,2025-12-05,A-,3,False,
USG004349,FAC021,Koppal,2025-12-05,B-,4,False,
USG004350,FAC021,Koppal,2025-12-06,B+,1,False,
USG004351,FAC021,Koppal,2025-12-07,AB-,1,False,
USG004352,FAC021,Koppal,2025-12-10,AB+,3,False,
USG004353,FAC021,Koppal,2025-12-10,AB-,3,False,
USG004354,FAC021,Koppal,2025-12-11,B+,2,False,
USG004355,FAC021,Koppal,2025-12-12,B-,1,False,
USG004356,FAC021,Koppal,2025-12-14,AB-,3,False,
USG004357,FAC021,Koppal,2025-12-15,B+,2,False,
USG004358,FAC021,Koppal,2025-12-17,AB+,1,False,
USG004359,FAC021,Koppal,2025-12-19,B+,2,False,
USG004360,FAC021,Koppal,2025-12-20,O+,4,False,
USG004361,FAC021,Koppal,2025-12-20,A-,4,False,
USG004362,FAC021,Koppal,2025-12-22,O+,4,False,
USG004363,FAC021,Koppal,2025-12-22,B+,1,False,
USG004364,FAC021,Koppal,2025-12-23,AB+,1,False,
USG004365,FAC021,Koppal,2025-12-24,O+,1,False,
USG004366,FAC021,Koppal,2025-12-24,A+,4,False,
USG004367,FAC021,Koppal,2025-12-25,O+,1,False,
USG004368,FAC021,Koppal,2025-12-26,B+,3,False,
USG004369,FAC021,Koppal,2025-12-27,B+,1,False,
USG004370,FAC021,Koppal,2025-12-28,A+,2,False,
USG004371,FAC021,Koppal,2025-12-29,AB+,2,False,
USG004372,FAC021,Koppal,2025-12-30,O+,3,True,New Year travel period
USG004373,FAC021,Koppal,2025-12-30,B+,3,True,New Year travel period
USG004374,FAC021,Koppal,2026-01-01,A+,5,True,New Year travel period
USG004375,FAC021,Koppal,2026-01-02,O+,3,True,New Year travel period
USG004376,FAC021,Koppal,2026-01-03,B+,1,False,
USG004377,FAC021,Koppal,2026-01-04,O+,1,False,
USG004378,FAC021,Koppal,2026-01-08,AB+,1,False,
USG004379,FAC021,Koppal,2026-01-09,A-,2,False,
USG004380,FAC021,Koppal,2026-01-10,B+,2,False,
USG004381,FAC021,Koppal,2026-01-11,O+,3,False,
USG004382,FAC021,Koppal,2026-01-11,B+,4,False,
USG004383,FAC021,Koppal,2026-01-11,A-,4,False,
USG004384,FAC021,Koppal,2026-01-12,O-,2,False,
USG004385,FAC021,Koppal,2026-01-16,O+,2,False,
USG004386,FAC021,Koppal,2026-01-17,B+,4,False,
USG004387,FAC021,Koppal,2026-01-19,O+,2,False,
USG004388,FAC021,Koppal,2026-01-20,O+,2,False,
USG004389,FAC021,Koppal,2026-01-21,AB-,3,False,
USG004390,FAC021,Koppal,2026-01-23,O+,2,False,
USG004391,FAC021,Koppal,2026-01-23,B+,2,False,
USG004392,FAC021,Koppal,2026-01-24,O+,4,False,
USG004393,FAC021,Koppal,2026-01-25,B+,1,False,
USG004394,FAC021,Koppal,2026-01-25,AB+,1,False,
USG004395,FAC021,Koppal,2026-01-26,O+,3,False,
USG004396,FAC021,Koppal,2026-01-26,B+,3,False,
USG004397,FAC021,Koppal,2026-01-27,O+,3,False,
USG004398,FAC021,Koppal,2026-01-27,O-,2,False,
USG004399,FAC021,Koppal,2026-01-28,AB+,2,False,
USG004400,FAC021,Koppal,2026-01-29,O+,4,False,
USG004401,FAC021,Koppal,2026-01-29,B+,4,False,
USG004402,FAC021,Koppal,2026-01-29,AB-,2,False,
USG004403,FAC021,Koppal,2026-02-01,O+,2,False,
USG004404,FAC021,Koppal,2026-02-01,A-,3,False,
USG004405,FAC021,Koppal,2026-02-02,A+,4,False,
USG004406,FAC021,Koppal,2026-02-03,O+,2,False,
USG004407,FAC021,Koppal,2026-02-03,AB+,1,False,
USG004408,FAC021,Koppal,2026-02-05,AB+,3,False,
USG004409,FAC021,Koppal,2026-02-06,AB+,2,False,
USG004410,FAC021,Koppal,2026-02-07,AB+,2,False,
USG004411,FAC021,Koppal,2026-02-08,O+,3,False,
USG004412,FAC021,Koppal,2026-02-09,O+,3,False,
USG004413,FAC021,Koppal,2026-02-10,O+,2,False,
USG004414,FAC021,Koppal,2026-02-14,B+,3,False,
USG004415,FAC021,Koppal,2026-02-14,AB+,1,False,
USG004416,FAC021,Koppal,2026-02-14,A-,3,False,
USG004417,FAC021,Koppal,2026-02-15,B-,2,False,
USG004418,FAC021,Koppal,2026-02-17,B+,4,False,
USG004419,FAC021,Koppal,2026-02-17,A+,2,False,
USG004420,FAC021,Koppal,2026-02-21,O+,2,False,
USG004421,FAC021,Koppal,2026-02-21,AB+,2,False,
USG004422,FAC021,Koppal,2026-02-22,O+,2,False,
USG004423,FAC021,Koppal,2026-02-22,B+,4,False,
USG004424,FAC021,Koppal,2026-02-23,A+,3,False,
USG004425,FAC021,Koppal,2026-02-25,A+,4,False,
USG004426,FAC021,Koppal,2026-02-25,O-,4,False,
USG004427,FAC021,Koppal,2026-02-28,B+,4,False,
USG004428,FAC021,Koppal,2026-03-01,AB-,3,False,
USG004429,FAC021,Koppal,2026-03-06,O+,3,True,Local incident spike
USG004430,FAC021,Koppal,2026-03-06,B+,6,True,Local incident spike
USG004431,FAC021,Koppal,2026-03-06,A+,2,True,Local incident spike
USG004432,FAC021,Koppal,2026-03-07,O+,1,False,
USG004433,FAC021,Koppal,2026-03-07,A-,4,False,
USG004434,FAC021,Koppal,2026-03-09,B-,1,False,
USG004435,FAC021,Koppal,2026-03-10,B+,3,False,
USG004436,FAC021,Koppal,2026-03-11,AB-,2,False,
USG004437,FAC021,Koppal,2026-03-14,O+,7,True,Local incident spike
USG004438,FAC021,Koppal,2026-03-14,B+,6,True,Local incident spike
USG004439,FAC021,Koppal,2026-03-14,A+,5,True,Local incident spike
USG004440,FAC021,Koppal,2026-03-14,B-,4,True,Local incident spike
USG004441,FAC021,Koppal,2026-03-15,B+,3,False,
USG004442,FAC021,Koppal,2026-03-17,A+,1,False,
USG004443,FAC021,Koppal,2026-03-17,AB+,1,False,
USG004444,FAC021,Koppal,2026-03-18,B+,2,False,
USG004445,FAC021,Koppal,2026-03-18,A+,2,False,
USG004446,FAC021,Koppal,2026-03-19,A+,3,False,
USG004447,FAC021,Koppal,2026-03-20,B+,1,False,
USG004448,FAC021,Koppal,2026-03-22,B-,2,False,
USG004449,FAC021,Koppal,2026-03-23,A-,2,False,
USG004450,FAC021,Koppal,2026-03-25,A+,1,False,
USG004451,FAC021,Koppal,2026-03-26,A+,3,False,
USG004452,FAC021,Koppal,2026-03-26,O-,1,False,
USG004453,FAC021,Koppal,2026-03-27,A+,4,False,
USG004454,FAC021,Koppal,2026-03-28,O+,1,False,
USG004455,FAC021,Koppal,2026-03-28,B+,4,False,
USG004456,FAC021,Koppal,2026-03-29,B+,3,False,
USG004457,FAC021,Koppal,2026-03-30,O+,4,False,
USG004458,FAC021,Koppal,2026-03-30,A-,1,False,
USG004459,FAC021,Koppal,2026-04-01,A+,1,False,
USG004460,FAC021,Koppal,2026-04-02,O+,4,False,
USG004461,FAC021,Koppal,2026-04-03,O+,2,False,
USG004462,FAC021,Koppal,2026-04-03,AB+,3,False,
USG004463,FAC021,Koppal,2026-04-04,B+,3,False,
USG004464,FAC021,Koppal,2026-04-04,A+,3,False,
USG004465,FAC021,Koppal,2026-04-04,A-,2,False,
USG004466,FAC021,Koppal,2026-04-05,B+,4,False,
USG004467,FAC021,Koppal,2026-04-06,B+,3,False,
USG004468,FAC021,Koppal,2026-04-06,O-,3,False,
USG004469,FAC021,Koppal,2026-04-07,B+,2,False,
USG004470,FAC021,Koppal,2026-04-08,B+,2,False,
USG004471,FAC021,Koppal,2026-04-08,AB+,1,False,
USG004472,FAC021,Koppal,2026-04-09,A-,2,False,
USG004473,FAC021,Koppal,2026-04-10,O+,4,False,
USG004474,FAC021,Koppal,2026-04-10,B+,3,False,
USG004475,FAC021,Koppal,2026-04-10,AB+,4,False,
USG004476,FAC021,Koppal,2026-04-13,B+,2,False,
USG004477,FAC021,Koppal,2026-04-15,AB-,3,False,
USG004478,FAC021,Koppal,2026-04-16,O+,4,False,
USG004479,FAC021,Koppal,2026-04-17,O+,3,False,
USG004480,FAC021,Koppal,2026-04-17,B+,2,False,
USG004481,FAC021,Koppal,2026-04-17,B-,2,False,
USG004482,FAC021,Koppal,2026-04-20,AB+,1,False,
USG004483,FAC021,Koppal,2026-04-22,O+,1,False,
USG004484,FAC021,Koppal,2026-04-22,B+,4,False,
USG004485,FAC021,Koppal,2026-04-23,B+,1,False,
USG004486,FAC021,Koppal,2026-04-23,AB+,4,False,
USG004487,FAC021,Koppal,2026-04-24,A+,2,False,
USG004488,FAC021,Koppal,2026-04-24,AB-,2,False,
USG004489,FAC021,Koppal,2026-04-26,B+,2,False,
USG004490,FAC021,Koppal,2026-04-26,A+,2,False,
USG004491,FAC021,Koppal,2026-04-27,AB+,1,False,
USG004492,FAC021,Koppal,2026-04-28,B+,3,False,
USG004493,FAC021,Koppal,2026-04-29,A+,1,False,
USG004494,FAC021,Koppal,2026-04-30,O-,3,False,
USG004495,FAC021,Koppal,2026-05-01,B+,2,False,
USG004496,FAC021,Koppal,2026-05-04,O+,2,False,
USG004497,FAC021,Koppal,2026-05-04,AB+,2,False,
USG004498,FAC021,Koppal,2026-05-06,O+,2,False,
USG004499,FAC021,Koppal,2026-05-06,B+,3,False,
USG004500,FAC021,Koppal,2026-05-06,AB+,3,False,
USG004501,FAC021,Koppal,2026-05-07,O+,4,False,
USG004502,FAC021,Koppal,2026-05-07,AB+,3,False,
USG004503,FAC021,Koppal,2026-05-09,B+,4,False,
USG004504,FAC021,Koppal,2026-05-09,O-,2,False,
USG004505,FAC021,Koppal,2026-05-11,O+,2,False,
USG004506,FAC021,Koppal,2026-05-11,A+,2,False,
USG004507,FAC021,Koppal,2026-05-12,B+,4,False,
USG004508,FAC021,Koppal,2026-05-15,B+,3,False,
USG004509,FAC021,Koppal,2026-05-15,AB+,3,False,
USG004510,FAC021,Koppal,2026-05-17,AB+,4,False,
USG004511,FAC021,Koppal,2026-05-17,A-,1,False,
USG004512,FAC021,Koppal,2026-05-18,AB+,3,False,
USG004513,FAC021,Koppal,2026-05-21,B+,4,False,
USG004514,FAC021,Koppal,2026-05-22,B+,3,False,
USG004515,FAC021,Koppal,2026-05-23,B-,1,False,
USG004516,FAC021,Koppal,2026-05-24,A+,1,False,
USG004517,FAC021,Koppal,2026-05-24,O-,4,False,
USG004518,FAC021,Koppal,2026-05-25,O-,4,False,
USG004519,FAC021,Koppal,2026-05-27,B+,2,False,
USG004520,FAC021,Koppal,2026-05-27,A+,3,False,
USG004521,FAC021,Koppal,2026-05-28,AB+,4,False,
USG004522,FAC021,Koppal,2026-05-28,AB-,2,False,
USG004523,FAC021,Koppal,2026-05-29,A+,1,False,
USG004524,FAC021,Koppal,2026-05-31,O+,1,False,
USG004525,FAC021,Koppal,2026-06-01,O-,3,False,
USG004526,FAC021,Koppal,2026-06-02,O-,1,False,
USG004527,FAC021,Koppal,2026-06-03,O+,1,False,
USG004528,FAC021,Koppal,2026-06-03,AB-,1,False,
USG004529,FAC021,Koppal,2026-06-04,O+,4,False,
USG004530,FAC021,Koppal,2026-06-04,AB+,2,False,
USG004531,FAC021,Koppal,2026-06-07,O+,1,False,
USG004532,FAC021,Koppal,2026-06-09,B-,3,False,
USG004533,FAC021,Koppal,2026-06-12,A+,3,False,
USG004534,FAC021,Koppal,2026-06-12,A-,3,False,
USG004535,FAC021,Koppal,2026-06-13,O+,4,False,
USG004536,FAC021,Koppal,2026-06-18,A+,4,False,
USG004537,FAC021,Koppal,2026-06-19,O+,4,False,
USG004538,FAC021,Koppal,2026-06-19,B+,1,False,
USG004539,FAC021,Koppal,2026-06-19,A+,2,False,
USG004540,FAC021,Koppal,2026-06-20,O+,3,False,
USG004541,FAC021,Koppal,2026-06-23,A+,4,False,
USG004542,FAC021,Koppal,2026-06-24,B+,1,False,
USG004543,FAC021,Koppal,2026-06-26,O+,2,False,
USG004544,FAC021,Koppal,2026-06-26,O-,4,False,
USG004545,FAC021,Koppal,2026-06-27,O-,4,False,
USG004546,FAC021,Koppal,2026-06-29,O+,2,False,
USG004547,FAC021,Koppal,2026-06-30,B+,1,False,
USG004548,FAC021,Koppal,2026-06-30,AB+,4,False,
USG004549,FAC021,Koppal,2026-07-01,O+,3,False,
USG004550,FAC021,Koppal,2026-07-02,O+,2,False,
USG004551,FAC021,Koppal,2026-07-02,AB+,4,False,
USG004552,FAC021,Koppal,2026-07-03,A+,3,False,
USG004553,FAC021,Koppal,2026-07-03,O-,1,False,
USG004554,FAC021,Koppal,2026-07-04,A-,4,False,
USG004555,FAC021,Koppal,2026-07-04,B-,4,False,
USG004556,FAC021,Koppal,2026-07-05,A+,1,False,
USG004557,FAC021,Koppal,2026-07-06,O+,2,False,
USG004558,FAC021,Koppal,2026-07-06,B+,4,False,
USG004559,FAC021,Koppal,2026-07-07,O+,1,False,
USG004560,FAC021,Koppal,2026-07-08,O+,2,False,
USG004561,FAC021,Koppal,2026-07-08,AB+,4,False,
USG004562,FAC021,Koppal,2026-07-09,O+,3,False,
USG004563,FAC021,Koppal,2026-07-09,B+,4,False,
USG004564,FAC021,Koppal,2026-07-10,O+,3,False,
USG004565,FAC021,Koppal,2026-07-10,AB-,4,False,
USG004566,FAC021,Koppal,2026-07-12,A+,4,False,
USG004567,FAC021,Koppal,2026-07-13,B+,4,False,
USG004568,FAC021,Koppal,2026-07-13,AB+,2,False,
USG004569,FAC021,Koppal,2026-07-14,A-,3,False,
USG004570,FAC021,Koppal,2026-07-15,O-,1,True,Monsoon peak flood-risk weeks
USG004571,FAC021,Koppal,2026-07-15,B-,7,True,Monsoon peak flood-risk weeks
USG004572,FAC021,Koppal,2026-07-16,O+,3,True,Monsoon peak flood-risk weeks
USG004573,FAC021,Koppal,2026-07-16,B+,1,True,Monsoon peak flood-risk weeks
USG004574,FAC021,Koppal,2026-07-16,AB-,7,True,Monsoon peak flood-risk weeks
USG004575,FAC021,Koppal,2026-07-18,AB+,2,True,Monsoon peak flood-risk weeks
USG004576,FAC021,Koppal,2026-07-19,B+,5,True,Monsoon peak flood-risk weeks
USG004577,FAC021,Koppal,2026-07-20,B-,7,True,Monsoon peak flood-risk weeks
USG004578,FAC021,Koppal,2026-07-21,O+,5,True,Monsoon peak flood-risk weeks
USG004579,FAC021,Koppal,2026-07-21,B+,3,True,Monsoon peak flood-risk weeks
USG004580,FAC021,Koppal,2026-07-22,B+,4,True,Monsoon peak flood-risk weeks
USG004581,FAC021,Koppal,2026-07-22,A+,4,True,Monsoon peak flood-risk weeks
USG004582,FAC021,Koppal,2026-07-22,A-,5,True,Monsoon peak flood-risk weeks
USG004583,FAC021,Koppal,2026-07-23,O+,7,True,Monsoon peak flood-risk weeks
USG004584,FAC021,Koppal,2026-07-23,B+,4,True,Monsoon peak flood-risk weeks
USG004585,FAC021,Koppal,2026-07-23,AB-,5,True,Monsoon peak flood-risk weeks
USG004586,FAC021,Koppal,2026-07-25,O-,5,True,Monsoon peak flood-risk weeks
USG004587,FAC021,Koppal,2026-07-26,A+,2,True,Monsoon peak flood-risk weeks
USG004588,FAC021,Koppal,2026-07-26,O-,3,True,Monsoon peak flood-risk weeks
USG004589,FAC021,Koppal,2026-07-26,AB-,5,True,Monsoon peak flood-risk weeks
USG004590,FAC021,Koppal,2026-07-27,AB+,3,True,Monsoon peak flood-risk weeks
USG004591,FAC021,Koppal,2026-07-27,O-,3,True,Monsoon peak flood-risk weeks
USG004592,FAC021,Koppal,2026-07-27,A-,3,True,Monsoon peak flood-risk weeks
USG004593,FAC021,Koppal,2026-07-29,B+,2,True,Monsoon peak flood-risk weeks
USG004594,FAC021,Koppal,2026-07-29,O-,2,True,Monsoon peak flood-risk weeks
USG004595,FAC021,Koppal,2026-07-29,AB-,3,True,Monsoon peak flood-risk weeks
