unit_id,facility_id,blood_group,component,quantity_ml,collection_date,expiry_date,days_remaining,status,is_near_expiry
UNIT02277,FAC025,B+,Whole Blood,419,2026-07-29,2026-09-02,32,Reserved,False
UNIT02278,FAC025,B+,Whole Blood,353,2026-07-31,2026-09-04,34,Available,False
UNIT02279,FAC025,B+,Whole Blood,443,2026-06-27,2026-08-01,0,Available,True
UNIT02280,FAC025,B+,Whole Blood,364,2026-07-04,2026-08-08,7,Available,True
UNIT02281,FAC025,O+,Whole Blood,383,2026-07-18,2026-08-22,21,Available,False
UNIT02282,FAC025,A+,Whole Blood,443,2026-06-20,2026-07-25,-7,Expired,False
UNIT02283,FAC025,O+,Whole Blood,378,2026-07-05,2026-08-09,8,Available,False
UNIT02284,FAC025,O+,Whole Blood,408,2026-07-25,2026-08-29,28,Available,False
UNIT02285,FAC025,O+,Whole Blood,354,2026-07-09,2026-08-13,12,Available,False
UNIT02286,FAC025,B+,Whole Blood,430,2026-07-24,2026-08-28,27,Available,False
UNIT02287,FAC025,A+,Whole Blood,378,2026-07-23,2026-08-27,26,Available,False
UNIT02288,FAC025,O+,Whole Blood,373,2026-07-17,2026-08-21,20,Available,False
UNIT02289,FAC025,O+,Whole Blood,361,2026-07-26,2026-08-30,29,Available,False
UNIT02290,FAC025,O+,Whole Blood,421,2026-07-31,2026-09-04,34,Available,False
UNIT02291,FAC026,O+,Whole Blood,398,2026-07-18,2026-08-22,21,Available,False
UNIT02292,FAC026,O+,Whole Blood,434,2026-07-12,2026-08-16,15,Available,False
UNIT02293,FAC026,O+,Whole Blood,435,2026-07-03,2026-08-07,6,Available,True
UNIT02294,FAC026,B+,Whole Blood,387,2026-07-13,2026-08-17,16,Available,False
UNIT02295,FAC026,A+,Whole Blood,446,2026-06-25,2026-07-30,-2,Expired,False
UNIT02296,FAC026,O+,Whole Blood,391,2026-06-24,2026-07-29,-3,Expired,False
UNIT02297,FAC026,B+,Whole Blood,390,2026-07-26,2026-08-30,29,Available,False
UNIT02298,FAC026,O+,Whole Blood,449,2026-07-10,2026-08-14,13,Available,False
UNIT02299,FAC026,O+,Whole Blood,353,2026-07-13,2026-08-17,16,Available,False
UNIT02300,FAC026,B+,Whole Blood,357,2026-06-30,2026-08-04,3,Available,True
UNIT02301,FAC026,B+,Whole Blood,400,2026-07-22,2026-08-26,25,Available,False
UNIT02302,FAC026,O+,Whole Blood,384,2026-07-19,2026-08-23,22,Reserved,False
UNIT02303,FAC026,B+,Whole Blood,389,2026-07-21,2026-08-25,24,Available,False
UNIT02304,FAC026,B+,Whole Blood,376,2026-07-14,2026-08-18,17,Available,False
UNIT02305,FAC026,O+,Whole Blood,428,2026-06-26,2026-07-31,-1,Expired,False
UNIT02306,FAC026,O+,Whole Blood,442,2026-07-13,2026-08-17,16,Available,False
UNIT02307,FAC026,A+,Whole Blood,395,2026-07-27,2026-08-31,30,Available,False
UNIT02308,FAC026,O+,Whole Blood,396,2026-07-11,2026-08-15,14,Available,False
UNIT02309,FAC026,B+,Whole Blood,441,2026-07-03,2026-08-07,6,Available,True
UNIT02310,FAC026,A+,Whole Blood,377,2026-06-29,2026-08-03,2,Available,True
UNIT02311,FAC026,B+,Whole Blood,352,2026-06-27,2026-08-01,0,Available,True
UNIT02312,FAC026,O+,Whole Blood,355,2026-07-16,2026-08-20,19,Available,False
UNIT02313,FAC026,A+,Whole Blood,438,2026-07-29,2026-09-02,32,Available,False
UNIT02314,FAC026,B+,Whole Blood,398,2026-07-07,2026-08-11,10,Available,False
UNIT02315,FAC026,O+,Whole Blood,360,2026-07-04,2026-08-08,7,Available,True
UNIT02316,FAC026,A+,Whole Blood,419,2026-07-29,2026-09-02,32,Available,False
UNIT02317,FAC026,O+,Whole Blood,400,2026-07-26,2026-08-30,29,Available,False
UNIT02318,FAC026,A+,Whole Blood,445,2026-07-06,2026-08-10,9,Available,False
UNIT02319,FAC026,A+,Whole Blood,433,2026-07-17,2026-08-21,20,Available,False
UNIT02320,FAC026,O+,Whole Blood,402,2026-07-22,2026-08-26,25,Available,False
UNIT02321,FAC026,B+,Whole Blood,414,2026-07-22,2026-08-26,25,Available,False
UNIT02322,FAC027,A+,Whole Blood,447,2026-07-08,2026-08-12,11,Reserved,False
UNIT02323,FAC027,B+,Whole Blood,353,2026-07-17,2026-08-21,20,Available,False
UNIT02324,FAC027,B+,Whole Blood,363,2026-07-18,2026-08-22,21,Available,False
UNIT02325,FAC027,O+,Whole Blood,360,2026-07-25,2026-08-29,28,Available,False
UNIT02326,FAC027,A+,Whole Blood,425,2026-07-24,2026-08-28,27,Reserved,False
UNIT02327,FAC027,B+,Whole Blood,416,2026-07-19,2026-08-23,22,Available,False
UNIT02328,FAC027,O+,Whole Blood,402,2026-07-28,2026-09-01,31,Available,False
UNIT02329,FAC027,B+,Whole Blood,438,2026-07-04,2026-08-08,7,Available,True
UNIT02330,FAC027,B+,Whole Blood,376,2026-07-02,2026-08-06,5,Available,True
UNIT02331,FAC027,O+,Whole Blood,433,2026-07-15,2026-08-19,18,Available,False
UNIT02332,FAC027,A+,Whole Blood,444,2026-07-09,2026-08-13,12,Available,False
UNIT02333,FAC027,O-,Whole Blood,359,2026-06-28,2026-08-02,1,Available,True
UNIT02334,FAC027,B+,Whole Blood,371,2026-07-25,2026-08-29,28,Available,False
UNIT02335,FAC027,A+,Whole Blood,371,2026-07-28,2026-09-01,31,Available,False
UNIT02336,FAC027,O+,Whole Blood,403,2026-07-25,2026-08-29,28,Available,False
UNIT02337,FAC027,B+,Whole Blood,442,2026-07-26,2026-08-30,29,Reserved,False
UNIT02338,FAC027,O+,Whole Blood,397,2026-07-15,2026-08-19,18,Available,False
UNIT02339,FAC027,B+,Whole Blood,376,2026-07-25,2026-08-29,28,Available,False
UNIT02340,FAC027,O+,Whole Blood,409,2026-07-16,2026-08-20,19,Available,False
UNIT02341,FAC027,A+,Whole Blood,367,2026-06-28,2026-08-02,1,Available,True
UNIT02342,FAC027,A+,Whole Blood,369,2026-07-30,2026-09-03,33,Available,False
UNIT02343,FAC027,B+,Whole Blood,438,2026-07-21,2026-08-25,24,Available,False
UNIT02344,FAC027,A+,Whole Blood,409,2026-07-21,2026-08-25,24,Available,False
UNIT02345,FAC027,O+,Whole Blood,378,2026-07-20,2026-08-24,23,Available,False
UNIT02346,FAC027,B+,Whole Blood,404,2026-06-28,2026-08-02,1,Available,True
UNIT02347,FAC027,O+,Whole Blood,382,2026-07-20,2026-08-24,23,Available,False
UNIT02348,FAC027,B+,Whole Blood,443,2026-07-27,2026-08-31,30,Available,False
UNIT02349,FAC027,A+,Whole Blood,416,2026-07-22,2026-08-26,25,Available,False
UNIT02350,FAC028,O+,Platelets,59,2026-07-29,2026-08-03,2,Available,False
UNIT02351,FAC028,B+,Plasma,214,2026-05-07,2027-05-07,279,Available,False
UNIT02352,FAC028,O-,Whole Blood,368,2026-06-28,2026-08-02,1,Available,True
UNIT02353,FAC028,A+,Whole Blood,356,2026-07-21,2026-08-25,24,Reserved,False
UNIT02354,FAC028,A+,Plasma,219,2026-03-10,2027-03-10,221,Available,False
UNIT02355,FAC028,B+,Whole Blood,449,2026-07-23,2026-08-27,26,Available,False
UNIT02356,FAC028,B+,Plasma,220,2026-03-30,2027-03-30,241,Available,False
UNIT02357,FAC028,B-,RBC,290,2026-06-25,2026-07-30,-2,Expired,False
UNIT02358,FAC028,O+,RBC,281,2026-07-03,2026-08-07,6,Available,True
UNIT02359,FAC028,O+,Platelets,56,2026-07-29,2026-08-03,2,Available,False
UNIT02360,FAC028,O+,RBC,279,2026-07-29,2026-09-02,32,Available,False
UNIT02361,FAC028,O+,Platelets,58,2026-07-29,2026-08-03,2,Available,False
UNIT02362,FAC028,O+,RBC,297,2026-07-19,2026-08-23,22,Available,False
UNIT02363,FAC028,O-,RBC,250,2026-07-18,2026-08-22,21,Available,False
UNIT02364,FAC028,AB+,Platelets,54,2026-07-31,2026-08-05,4,Available,False
UNIT02365,FAC028,B+,Whole Blood,385,2026-07-13,2026-08-17,16,Available,False
UNIT02366,FAC028,O+,Plasma,216,2026-06-23,2027-06-23,326,Available,False
UNIT02367,FAC028,B+,Whole Blood,353,2026-06-24,2026-07-29,-3,Expired,False
UNIT02368,FAC028,O+,Plasma,240,2025-05-06,2026-05-06,-87,Expired,False
UNIT02369,FAC028,B+,RBC,298,2026-07-17,2026-08-21,20,Available,False
UNIT02370,FAC028,AB+,Whole Blood,441,2026-07-29,2026-09-02,32,Available,False
UNIT02371,FAC028,A+,RBC,276,2026-07-02,2026-08-06,5,Available,True
UNIT02372,FAC028,O+,Whole Blood,357,2026-07-28,2026-09-01,31,Available,False
UNIT02373,FAC028,B+,Platelets,53,2026-07-26,2026-07-31,-1,Expired,False
UNIT02374,FAC028,O+,Whole Blood,390,2026-07-21,2026-08-25,24,Available,False
UNIT02375,FAC028,O+,RBC,273,2026-06-29,2026-08-03,2,Available,True
UNIT02376,FAC028,B+,Plasma,203,2026-03-13,2027-03-13,224,Available,False
UNIT02377,FAC028,A+,RBC,278,2026-07-08,2026-08-12,11,Available,False
UNIT02378,FAC028,A+,RBC,290,2026-07-10,2026-08-14,13,Available,False
UNIT02379,FAC028,O+,Whole Blood,365,2026-07-21,2026-08-25,24,Available,False
UNIT02380,FAC028,B+,Whole Blood,364,2026-07-14,2026-08-18,17,Available,False
UNIT02381,FAC028,O+,RBC,287,2026-07-08,2026-08-12,11,Available,False
UNIT02382,FAC028,O+,Whole Blood,377,2026-07-07,2026-08-11,10,Available,False
UNIT02383,FAC028,O+,Plasma,215,2026-06-09,2027-06-09,312,Available,False
UNIT02384,FAC028,B+,RBC,269,2026-07-08,2026-08-12,11,Available,False
UNIT02385,FAC028,A+,Platelets,55,2026-07-31,2026-08-05,4,Available,False
UNIT02386,FAC028,B+,RBC,268,2026-07-22,2026-08-26,25,Available,False
UNIT02387,FAC028,B+,Plasma,237,2026-04-23,2027-04-23,265,Available,False
UNIT02388,FAC028,B+,Plasma,210,2025-10-11,2026-10-11,71,Available,True
UNIT02389,FAC028,A+,Plasma,244,2026-05-20,2027-05-20,292,Available,False
UNIT02390,FAC028,B+,Platelets,58,2026-07-31,2026-08-05,4,Available,False
UNIT02391,FAC028,AB+,Platelets,54,2026-07-31,2026-08-05,4,Available,False
UNIT02392,FAC028,A-,Platelets,60,2026-08-01,2026-08-06,5,Available,False
UNIT02393,FAC028,O+,Plasma,223,2026-05-23,2027-05-23,295,Available,False
UNIT02394,FAC028,AB+,Whole Blood,395,2026-07-21,2026-08-25,24,Available,False
UNIT02395,FAC028,O+,Whole Blood,393,2026-07-25,2026-08-29,28,Available,False
UNIT02396,FAC028,O+,Whole Blood,370,2026-07-24,2026-08-28,27,Available,False
UNIT02397,FAC028,B+,RBC,289,2026-07-07,2026-08-11,10,Available,False
UNIT02398,FAC028,B+,Plasma,215,2025-11-26,2026-11-26,117,Available,False
UNIT02399,FAC028,B+,Platelets,56,2026-07-29,2026-08-03,2,Available,False
UNIT02400,FAC028,B+,RBC,282,2026-07-07,2026-08-11,10,Reserved,False
UNIT02401,FAC028,A+,Plasma,225,2025-11-07,2026-11-07,98,Reserved,False
UNIT02402,FAC028,AB+,RBC,288,2026-07-16,2026-08-20,19,Reserved,False
UNIT02403,FAC028,O+,RBC,286,2026-06-26,2026-07-31,-1,Expired,False
UNIT02404,FAC028,O+,RBC,253,2026-07-11,2026-08-15,14,Available,False
UNIT02405,FAC028,O+,Platelets,55,2026-07-28,2026-08-02,1,Available,True
UNIT02406,FAC028,B+,RBC,262,2026-07-17,2026-08-21,20,Available,False
UNIT02407,FAC028,O+,Platelets,53,2026-07-30,2026-08-04,3,Available,False
UNIT02408,FAC028,B+,RBC,299,2026-07-25,2026-08-29,28,Available,False
UNIT02409,FAC028,B+,Plasma,235,2026-05-19,2027-05-19,291,Available,False
UNIT02410,FAC028,O+,RBC,279,2026-06-29,2026-08-03,2,Available,True
UNIT02411,FAC028,O+,Whole Blood,367,2026-07-19,2026-08-23,22,Available,False
UNIT02412,FAC028,B+,Platelets,56,2026-07-27,2026-08-01,0,Available,True
UNIT02413,FAC028,AB+,Whole Blood,425,2026-07-20,2026-08-24,23,Available,False
UNIT02414,FAC028,A+,RBC,271,2026-07-07,2026-08-11,10,Available,False
UNIT02415,FAC028,B+,Whole Blood,359,2026-07-13,2026-08-17,16,Available,False
UNIT02416,FAC028,O+,RBC,269,2026-07-16,2026-08-20,19,Available,False
UNIT02417,FAC028,B+,Platelets,52,2026-07-30,2026-08-04,3,Available,False
UNIT02418,FAC028,B+,Plasma,216,2025-12-18,2026-12-18,139,Available,False
UNIT02419,FAC028,O+,Plasma,233,2026-05-14,2027-05-14,286,Available,False
UNIT02420,FAC028,O+,Plasma,246,2025-10-23,2026-10-23,83,Available,False
UNIT02421,FAC028,A+,Plasma,220,2025-10-24,2026-10-24,84,Available,False
UNIT02422,FAC028,A+,Plasma,241,2025-12-14,2026-12-14,135,Available,False
UNIT02423,FAC028,O+,Plasma,227,2026-03-11,2027-03-11,222,Available,False
UNIT02424,FAC028,B+,Whole Blood,407,2026-07-13,2026-08-17,16,Available,False
UNIT02425,FAC028,B+,Plasma,223,2025-12-04,2026-12-04,125,Available,False
UNIT02426,FAC028,A+,RBC,284,2026-06-22,2026-07-27,-5,Expired,False
UNIT02427,FAC028,O+,Whole Blood,440,2026-07-25,2026-08-29,28,Available,False
UNIT02428,FAC028,AB+,RBC,279,2026-07-16,2026-08-20,19,Available,False
UNIT02429,FAC028,B+,Plasma,231,2026-04-18,2027-04-18,260,Available,False
UNIT02430,FAC028,B+,Whole Blood,382,2026-06-30,2026-08-04,3,Available,True
UNIT02431,FAC028,B+,Platelets,54,2026-07-28,2026-08-02,1,Available,True
UNIT02432,FAC028,A+,Platelets,54,2026-07-30,2026-08-04,3,Available,False
UNIT02433,FAC028,O+,Whole Blood,444,2026-07-20,2026-08-24,23,Available,False
UNIT02434,FAC028,B+,RBC,296,2026-07-27,2026-08-31,30,Available,False
UNIT02435,FAC028,A+,Plasma,229,2026-03-09,2027-03-09,220,Available,False
UNIT02436,FAC028,O+,RBC,296,2026-06-28,2026-08-02,1,Reserved,False
UNIT02437,FAC028,O+,Plasma,202,2026-06-24,2027-06-24,327,Available,False
UNIT02438,FAC028,A+,Whole Blood,360,2026-07-19,2026-08-23,22,Reserved,False
UNIT02439,FAC028,B+,Platelets,54,2026-07-30,2026-08-04,3,Available,False
UNIT02440,FAC028,O+,Whole Blood,364,2026-07-03,2026-08-07,6,Available,True
UNIT02441,FAC028,O+,Platelets,59,2026-07-26,2026-07-31,-1,Expired,False
UNIT02442,FAC028,B+,RBC,286,2026-07-10,2026-08-14,13,Available,False
UNIT02443,FAC028,B+,Plasma,211,2026-04-20,2027-04-20,262,Available,False
UNIT02444,FAC028,B+,Whole Blood,436,2026-07-13,2026-08-17,16,Reserved,False
UNIT02445,FAC028,B+,Whole Blood,403,2026-07-19,2026-08-23,22,Available,False
UNIT02446,FAC028,O+,Platelets,60,2026-07-31,2026-08-05,4,Available,False
UNIT02447,FAC028,B+,RBC,264,2026-07-23,2026-08-27,26,Available,False
UNIT02448,FAC028,A+,Platelets,57,2026-07-29,2026-08-03,2,Available,False
UNIT02449,FAC028,AB+,Platelets,58,2026-07-30,2026-08-04,3,Available,False
UNIT02450,FAC028,A+,Platelets,52,2026-07-30,2026-08-04,3,Available,False
UNIT02451,FAC028,B+,Plasma,243,2026-05-06,2027-05-06,278,Available,False
UNIT02452,FAC028,B+,Plasma,205,2026-06-29,2027-06-29,332,Available,False
UNIT02453,FAC028,O+,Platelets,58,2026-07-31,2026-08-05,4,Available,False
UNIT02454,FAC028,B+,Platelets,57,2026-07-28,2026-08-02,1,Available,True
UNIT02455,FAC028,A+,RBC,276,2026-07-12,2026-08-16,15,Available,False
UNIT02456,FAC028,O-,Whole Blood,445,2026-07-07,2026-08-11,10,Available,False
UNIT02457,FAC028,B+,RBC,274,2026-07-20,2026-08-24,23,Available,False
UNIT02458,FAC028,AB+,Whole Blood,364,2026-07-26,2026-08-30,29,Available,False
UNIT02459,FAC028,AB+,RBC,297,2026-07-02,2026-08-06,5,Available,True
UNIT02460,FAC028,O+,Plasma,238,2026-03-31,2027-03-31,242,Available,False
UNIT02461,FAC028,B+,Platelets,60,2026-07-29,2026-08-03,2,Available,False
UNIT02462,FAC028,O+,Platelets,53,2026-07-30,2026-08-04,3,Available,False
UNIT02463,FAC028,O+,Plasma,228,2025-11-15,2026-11-15,106,Available,False
UNIT02464,FAC028,A+,RBC,271,2026-07-19,2026-08-23,22,Available,False
UNIT02465,FAC028,O+,RBC,287,2026-07-10,2026-08-14,13,Available,False
UNIT02466,FAC028,O+,Plasma,239,2026-03-15,2027-03-15,226,Available,False
UNIT02467,FAC028,A-,Whole Blood,352,2026-07-13,2026-08-17,16,Available,False
UNIT02468,FAC028,B+,RBC,293,2026-07-25,2026-08-29,28,Available,False
UNIT02469,FAC028,A+,Platelets,60,2026-08-01,2026-08-06,5,Available,False
UNIT02470,FAC028,B+,RBC,273,2026-07-03,2026-08-07,6,Available,True
UNIT02471,FAC028,O+,RBC,262,2026-07-25,2026-08-29,28,Reserved,False
UNIT02472,FAC028,B+,Platelets,59,2026-07-31,2026-08-05,4,Available,False
UNIT02473,FAC028,B+,RBC,265,2026-07-10,2026-08-14,13,Available,False
UNIT02474,FAC028,O+,Plasma,238,2026-02-16,2027-02-16,199,Available,False
UNIT02475,FAC028,O+,RBC,254,2026-07-23,2026-08-27,26,Available,False
UNIT02476,FAC028,A+,Whole Blood,416,2026-07-10,2026-08-14,13,Available,False
UNIT02477,FAC028,O-,Plasma,216,2026-06-13,2027-06-13,316,Available,False
UNIT02478,FAC028,O+,Whole Blood,418,2026-07-09,2026-08-13,12,Available,False
UNIT02479,FAC028,O+,Plasma,218,2026-02-22,2027-02-22,205,Available,False
UNIT02480,FAC028,O+,Whole Blood,415,2026-07-20,2026-08-24,23,Available,False
UNIT02481,FAC028,O+,Plasma,209,2026-03-09,2027-03-09,220,Available,False
UNIT02482,FAC028,O+,Whole Blood,434,2026-07-09,2026-08-13,12,Available,False
UNIT02483,FAC028,B+,RBC,256,2026-07-05,2026-08-09,8,Available,False
UNIT02484,FAC028,B+,Whole Blood,446,2026-07-17,2026-08-21,20,Available,False
UNIT02485,FAC028,B+,Platelets,55,2026-07-30,2026-08-04,3,Available,False
UNIT02486,FAC028,O+,Platelets,52,2026-07-29,2026-08-03,2,Available,False
UNIT02487,FAC028,A+,Platelets,59,2026-08-01,2026-08-06,5,Reserved,False
UNIT02488,FAC028,B+,Platelets,59,2026-07-30,2026-08-04,3,Available,False
UNIT02489,FAC028,O+,Plasma,209,2025-12-03,2026-12-03,124,Available,False
UNIT02490,FAC028,O+,RBC,274,2026-07-25,2026-08-29,28,Available,False
UNIT02491,FAC028,B+,RBC,269,2026-07-29,2026-09-02,32,Available,False
UNIT02492,FAC028,A+,Whole Blood,445,2026-07-23,2026-08-27,26,Available,False
UNIT02493,FAC028,O+,Plasma,222,2026-02-23,2027-02-23,206,Reserved,False
UNIT02494,FAC028,O+,Platelets,57,2026-07-30,2026-08-04,3,Available,False
UNIT02495,FAC028,O+,Plasma,200,2026-05-15,2027-05-15,287,Reserved,False
UNIT02496,FAC028,O+,Whole Blood,378,2026-07-20,2026-08-24,23,Available,False
UNIT02497,FAC028,A+,Whole Blood,408,2026-07-11,2026-08-15,14,Available,False
UNIT02498,FAC028,AB+,Whole Blood,450,2026-07-03,2026-08-07,6,Available,True
UNIT02499,FAC028,O+,RBC,252,2026-07-08,2026-08-12,11,Available,False
UNIT02500,FAC028,B+,Whole Blood,414,2026-06-26,2026-07-31,-1,Expired,False
UNIT02501,FAC028,A+,Whole Blood,357,2026-06-24,2026-07-29,-3,Expired,False
UNIT02502,FAC028,B+,RBC,261,2026-07-23,2026-08-27,26,Available,False
UNIT02503,FAC029,O+,RBC,261,2026-07-23,2026-08-27,26,Available,False
UNIT02504,FAC029,A+,Platelets,53,2026-07-30,2026-08-04,3,Available,False
UNIT02505,FAC029,O+,Whole Blood,388,2026-06-29,2026-08-03,2,Available,True
UNIT02506,FAC029,A+,RBC,280,2026-07-23,2026-08-27,26,Available,False
UNIT02507,FAC029,B+,Whole Blood,375,2026-07-21,2026-08-25,24,Available,False
UNIT02508,FAC029,B+,Plasma,234,2026-06-08,2027-06-08,311,Available,False
UNIT02509,FAC029,AB+,Plasma,227,2026-04-14,2027-04-14,256,Available,False
UNIT02510,FAC029,O+,Whole Blood,432,2026-07-09,2026-08-13,12,Available,False
UNIT02511,FAC029,A+,Plasma,216,2025-05-22,2026-05-22,-71,Expired,False
UNIT02512,FAC029,O+,Platelets,58,2026-07-30,2026-08-04,3,Available,False
UNIT02513,FAC029,B+,Platelets,58,2026-07-27,2026-08-01,0,Available,True
UNIT02514,FAC029,B+,Platelets,60,2026-07-29,2026-08-03,2,Available,False
UNIT02515,FAC029,B+,RBC,282,2026-07-16,2026-08-20,19,Available,False
UNIT02516,FAC029,B+,RBC,293,2026-07-24,2026-08-28,27,Available,False
UNIT02517,FAC029,B+,Plasma,211,2026-04-02,2027-04-02,244,Available,False
UNIT02518,FAC029,A+,Whole Blood,414,2026-07-07,2026-08-11,10,Available,False
UNIT02519,FAC029,B+,Plasma,239,2026-06-02,2027-06-02,305,Available,False
UNIT02520,FAC029,A+,RBC,275,2026-07-21,2026-08-25,24,Available,False
UNIT02521,FAC029,O+,RBC,283,2026-07-13,2026-08-17,16,Available,False
UNIT02522,FAC029,O-,Plasma,216,2025-11-04,2026-11-04,95,Available,False
UNIT02523,FAC029,B+,Platelets,55,2026-07-30,2026-08-04,3,Available,False
UNIT02524,FAC029,O+,Platelets,56,2026-07-30,2026-08-04,3,Available,False
UNIT02525,FAC029,O+,Whole Blood,402,2026-07-07,2026-08-11,10,Available,False
UNIT02526,FAC029,B+,RBC,299,2026-06-23,2026-07-28,-4,Expired,False
UNIT02527,FAC029,B+,RBC,268,2026-07-24,2026-08-28,27,Available,False
UNIT02528,FAC029,O+,Whole Blood,391,2026-07-21,2026-08-25,24,Available,False
UNIT02529,FAC029,AB+,RBC,278,2026-07-05,2026-08-09,8,Available,False
UNIT02530,FAC029,O+,Whole Blood,442,2026-07-27,2026-08-31,30,Available,False
UNIT02531,FAC029,B+,Plasma,202,2025-07-18,2026-07-18,-14,Expired,False
UNIT02532,FAC029,O+,Plasma,231,2025-12-13,2026-12-13,134,Reserved,False
UNIT02533,FAC029,B+,Plasma,221,2026-06-17,2027-06-17,320,Available,False
UNIT02534,FAC029,B+,Platelets,57,2026-07-30,2026-08-04,3,Available,False
UNIT02535,FAC029,A+,Whole Blood,402,2026-07-21,2026-08-25,24,Available,False
UNIT02536,FAC029,O+,RBC,285,2026-07-13,2026-08-17,16,Available,False
UNIT02537,FAC029,A+,RBC,292,2026-07-21,2026-08-25,24,Available,False
UNIT02538,FAC029,B+,Platelets,51,2026-07-29,2026-08-03,2,Available,False
UNIT02539,FAC029,O+,Platelets,57,2026-07-27,2026-08-01,0,Available,True
UNIT02540,FAC029,O+,RBC,279,2026-07-24,2026-08-28,27,Available,False
UNIT02541,FAC029,B+,RBC,266,2026-07-10,2026-08-14,13,Available,False
UNIT02542,FAC029,AB+,Whole Blood,404,2026-07-25,2026-08-29,28,Available,False
UNIT02543,FAC029,B+,Plasma,203,2025-10-27,2026-10-27,87,Available,False
UNIT02544,FAC029,O+,Platelets,50,2026-08-01,2026-08-06,5,Available,False
UNIT02545,FAC029,O+,Platelets,59,2026-07-28,2026-08-02,1,Available,True
UNIT02546,FAC029,B+,Whole Blood,421,2026-07-08,2026-08-12,11,Available,False
UNIT02547,FAC029,O+,RBC,255,2026-07-05,2026-08-09,8,Available,False
UNIT02548,FAC029,AB+,Plasma,248,2026-01-11,2027-01-11,163,Reserved,False
UNIT02549,FAC029,A+,Plasma,247,2025-10-17,2026-10-17,77,Available,False
UNIT02550,FAC029,A+,Platelets,55,2026-07-31,2026-08-05,4,Available,False
UNIT02551,FAC029,B+,Plasma,218,2025-09-06,2026-09-06,36,Available,True
UNIT02552,FAC029,A+,Plasma,227,2026-07-06,2027-07-06,339,Available,False
UNIT02553,FAC029,A+,RBC,284,2026-07-13,2026-08-17,16,Available,False
UNIT02554,FAC029,B+,RBC,272,2026-07-07,2026-08-11,10,Available,False
UNIT02555,FAC029,O+,RBC,269,2026-07-24,2026-08-28,27,Available,False
UNIT02556,FAC029,A+,Whole Blood,355,2026-07-15,2026-08-19,18,Reserved,False
UNIT02557,FAC029,O+,Platelets,55,2026-07-27,2026-08-01,0,Available,True
UNIT02558,FAC029,O+,RBC,267,2026-07-24,2026-08-28,27,Available,False
UNIT02559,FAC029,B+,RBC,278,2026-07-06,2026-08-10,9,Available,False
UNIT02560,FAC029,A+,Plasma,247,2026-07-02,2027-07-02,335,Available,False
UNIT02561,FAC029,A+,Whole Blood,376,2026-07-18,2026-08-22,21,Available,False
UNIT02562,FAC029,O+,Whole Blood,424,2026-07-27,2026-08-31,30,Available,False
UNIT02563,FAC029,O+,Whole Blood,412,2026-07-25,2026-08-29,28,Available,False
UNIT02564,FAC029,O+,Platelets,53,2026-07-28,2026-08-02,1,Available,True
UNIT02565,FAC029,A+,Whole Blood,382,2026-07-05,2026-08-09,8,Available,False
UNIT02566,FAC029,B+,Plasma,226,2026-07-08,2027-07-08,341,Available,False
UNIT02567,FAC029,B+,Whole Blood,358,2026-07-20,2026-08-24,23,Reserved,False
UNIT02568,FAC029,B+,Platelets,60,2026-07-31,2026-08-05,4,Available,False
UNIT02569,FAC029,O+,Plasma,217,2025-09-14,2026-09-14,44,Available,True
UNIT02570,FAC029,O+,Platelets,52,2026-07-31,2026-08-05,4,Available,False
UNIT02571,FAC029,AB+,RBC,280,2026-07-16,2026-08-20,19,Available,False
UNIT02572,FAC029,O+,Whole Blood,444,2026-07-13,2026-08-17,16,Available,False
UNIT02573,FAC029,O+,Platelets,56,2026-07-29,2026-08-03,2,Available,False
UNIT02574,FAC029,A+,RBC,261,2026-07-08,2026-08-12,11,Available,False
UNIT02575,FAC029,B+,Whole Blood,376,2026-07-06,2026-08-10,9,Available,False
UNIT02576,FAC029,B+,Platelets,55,2026-07-27,2026-08-01,0,Available,True
UNIT02577,FAC029,A+,Whole Blood,354,2026-07-21,2026-08-25,24,Reserved,False
UNIT02578,FAC029,O+,RBC,274,2026-06-29,2026-08-03,2,Available,True
UNIT02579,FAC029,O+,RBC,264,2026-07-25,2026-08-29,28,Available,False
UNIT02580,FAC029,A+,Whole Blood,403,2026-07-26,2026-08-30,29,Available,False
UNIT02581,FAC029,O+,Plasma,240,2026-05-25,2027-05-25,297,Available,False
UNIT02582,FAC029,A+,Plasma,208,2026-02-25,2027-02-25,208,Reserved,False
UNIT02583,FAC029,B+,Platelets,51,2026-07-27,2026-08-01,0,Available,True
UNIT02584,FAC029,B+,RBC,259,2026-07-26,2026-08-30,29,Available,False
UNIT02585,FAC029,A-,Whole Blood,386,2026-07-08,2026-08-12,11,Available,False
UNIT02586,FAC029,O+,Whole Blood,443,2026-07-23,2026-08-27,26,Available,False
UNIT02587,FAC029,O+,Platelets,59,2026-07-29,2026-08-03,2,Available,False
UNIT02588,FAC029,B+,Platelets,56,2026-07-28,2026-08-02,1,Available,True
UNIT02589,FAC029,B+,RBC,252,2026-07-14,2026-08-18,17,Reserved,False
UNIT02590,FAC029,O+,Plasma,211,2026-01-03,2027-01-03,155,Available,False
UNIT02591,FAC029,A+,Whole Blood,400,2026-07-03,2026-08-07,6,Available,True
UNIT02592,FAC029,B+,Plasma,240,2026-02-21,2027-02-21,204,Available,False
UNIT02593,FAC029,O+,Plasma,239,2026-03-03,2027-03-03,214,Available,False
